,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,1.0,0.990285336971283,0.98824542760849,0.9891053438186646,0.9862483143806458,0.9880257248878479,0.9870128631591797,0.9863001108169556,0.9861427545547485,0.9849017858505249,0.984260618686676,0.9840995073318481,0.9864121079444885,0.9834064245223999,0.9824362993240356,0.9820799827575684,0.9805884957313538,0.9811212420463562,0.9789873361587524,0.9732345342636108,0.795880913734436,0.7966550588607788,0.7917944192886353,0.7812550663948059,0.788347065448761,0.8047789335250854,0.8049691915512085,0.7893778085708618,0.7851665019989014,0.7919416427612305,0.783613920211792,0.7763510942459106,0.7691665887832642,0.7708609104156494,0.7989068031311035,0.8119796514511108,0.7948729395866394,0.7779598236083984,0.7799276113510132,0.7837011814117432,0.7714519500732422
1,0.990285336971283,0.9999998807907104,0.9948134422302246,0.9901602268218994,0.9883865118026733,0.9900258779525757,0.9873243570327759,0.9845443964004517,0.9862673282623291,0.9857993721961975,0.9858141541481018,0.9853804111480713,0.987614095211029,0.9843368530273438,0.9770521521568298,0.9778845310211182,0.9818187952041626,0.9814676642417908,0.9796721935272217,0.97481769323349,0.7976936101913452,0.7976440191268921,0.790992021560669,0.7804141044616699,0.7867129445075989,0.8017698526382446,0.8031609654426575,0.7873947620391846,0.7848058938980103,0.7924573421478271,0.7862504124641418,0.7786497473716736,0.7721344232559204,0.7738537788391113,0.7986470460891724,0.8105292916297913,0.7939574718475342,0.7817127704620361,0.7856159210205078,0.7896803617477417,0.7765603065490723
2,0.98824542760849,0.9948134422302246,1.0000001192092896,0.9953269362449646,0.9905364513397217,0.9925738573074341,0.990127444267273,0.9880905747413635,0.9872878789901733,0.9885178208351135,0.9866112470626831,0.9869273900985718,0.9900946617126465,0.9852012991905212,0.9784143567085266,0.980316162109375,0.9845911264419556,0.9853769540786743,0.9847438931465149,0.9800992012023926,0.7890257239341736,0.7874571084976196,0.7808851003646851,0.7720484137535095,0.7812175154685974,0.7940578460693359,0.7950410842895508,0.7818195819854736,0.7763535976409912,0.7847621440887451,0.7810693979263306,0.772308886051178,0.7635450959205627,0.7661474943161011,0.7917593121528625,0.8037512302398682,0.7876006364822388,0.7739980220794678,0.7762366533279419,0.780062198638916,0.7676465511322021
3,0.9891053438186646,0.9901602268218994,0.9953269362449646,0.9999998807907104,0.9956399202346802,0.9929231405258179,0.9906041026115417,0.9906593561172485,0.9871150255203247,0.9895139932632446,0.9876770973205566,0.9871151447296143,0.989025890827179,0.9851559400558472,0.9809432029724121,0.9825027585029602,0.9850898385047913,0.986488938331604,0.9852838516235352,0.9815521240234375,0.7871519327163696,0.7864730358123779,0.7788965106010437,0.7698930501937866,0.7807696461677551,0.7968202829360962,0.7964525818824768,0.7839289903640747,0.7792158126831055,0.7864317893981934,0.7820533514022827,0.7734242677688599,0.7629280090332031,0.7667560577392578,0.7926281690597534,0.8046818971633911,0.7874137163162231,0.7708412408828735,0.7735657691955566,0.7776690721511841,0.7668607234954834
4,0.9862483143806458,0.9883865118026733,0.9905364513397217,0.9956399202346802,0.9999998807907104,0.9937365651130676,0.9881021976470947,0.9896695613861084,0.9869321584701538,0.9900329113006592,0.9902293682098389,0.9897005558013916,0.9897589087486267,0.9855090379714966,0.9818615317344666,0.9849272966384888,0.9855970144271851,0.9855419397354126,0.9839829206466675,0.9812750816345215,0.7969001531600952,0.7955568432807922,0.7859019041061401,0.7755557298660278,0.7878431677818298,0.8052115440368652,0.8050956726074219,0.7935562133789062,0.789269208908081,0.7951803207397461,0.7907921075820923,0.7823421955108643,0.7709920406341553,0.7762280702590942,0.8031939268112183,0.8129097819328308,0.7948589324951172,0.7783348560333252,0.7817387580871582,0.7872107028961182,0.777330756187439
5,0.9880257248878479,0.9900258779525757,0.9925738573074341,0.9929231405258179,0.9937365651130676,1.0,0.9946072697639465,0.9895509481430054,0.9878196120262146,0.990273654460907,0.9897698760032654,0.9892604947090149,0.9913712739944458,0.9865592122077942,0.9820760488510132,0.9828646779060364,0.9835408329963684,0.9821476340293884,0.9822458624839783,0.9785468578338623,0.7915935516357422,0.7909893989562988,0.7825276255607605,0.771041989326477,0.7808076739311218,0.7976938486099243,0.8000016212463379,0.7867932915687561,0.7812352776527405,0.7880381345748901,0.7842680215835571,0.7774845361709595,0.763824999332428,0.7647725343704224,0.794972836971283,0.8082308173179626,0.7904263138771057,0.7732874751091003,0.7730903625488281,0.7807315587997437,0.7734370231628418
6,0.9870128631591797,0.9873243570327759,0.990127444267273,0.9906041026115417,0.9881021976470947,0.9946072697639465,1.0,0.9940545558929443,0.9854452610015869,0.9898304343223572,0.9875186085700989,0.9869661331176758,0.9890860319137573,0.9845338463783264,0.9792611598968506,0.9790028929710388,0.98392653465271,0.9851865768432617,0.9869640469551086,0.9820016622543335,0.7835719585418701,0.7842839956283569,0.7749374508857727,0.7645434141159058,0.7728508114814758,0.7872039079666138,0.7912699580192566,0.7785919308662415,0.7732754945755005,0.7804780006408691,0.7748068571090698,0.766922652721405,0.7546999454498291,0.7541080713272095,0.7845442891120911,0.7994416356086731,0.7830119132995605,0.7650134563446045,0.7636286616325378,0.7697731256484985,0.7635166049003601
7,0.9863001108169556,0.9845443964004517,0.9880905747413635,0.9906593561172485,0.9896695613861084,0.9895509481430054,0.9940545558929443,0.9999998807907104,0.9921673536300659,0.9901881217956543,0.9870277643203735,0.9873190522193909,0.9885512590408325,0.9845059514045715,0.9811509847640991,0.9825118780136108,0.9867644309997559,0.987694501876831,0.9867128133773804,0.9833188652992249,0.7961189150810242,0.7951111197471619,0.7848773002624512,0.7736247777938843,0.7843912243843079,0.8003064393997192,0.8021153211593628,0.7903653979301453,0.7870171666145325,0.7926039099693298,0.7870470881462097,0.7802273035049438,0.7678536176681519,0.7703136801719666,0.8004328012466431,0.8118545413017273,0.7944481372833252,0.7769547700881958,0.7767503261566162,0.7805231809616089,0.7736961245536804
8,0.9861427545547485,0.9862673282623291,0.9872878789901733,0.9871150255203247,0.9869321584701538,0.9878196120262146,0.9854452610015869,0.9921673536300659,1.0,0.9931055903434753,0.9880779981613159,0.9908425211906433,0.9915992021560669,0.9873166084289551,0.982795774936676,0.984927237033844,0.9885406494140625,0.9854379892349243,0.9816128015518188,0.9794431924819946,0.8085136413574219,0.8065410256385803,0.7979941368103027,0.7856048345565796,0.7963448166847229,0.8137795925140381,0.8140767812728882,0.799976110458374,0.7973204851150513,0.8029925227165222,0.799012303352356,0.7959201335906982,0.7827101349830627,0.7839381098747253,0.8146196007728577,0.8239684104919434,0.8062534928321838,0.7903794050216675,0.7915176153182983,0.7966247200965881,0.7884966135025024
9,0.9849017858505249,0.9857993721961975,0.9885178208351135,0.9895139932632446,0.9900329113006592,0.990273654460907,0.9898304343223572,0.9901881217956543,0.9931055903434753,1.0,0.9956830739974976,0.9941985011100769,0.9925063848495483,0.9900012016296387,0.9846657514572144,0.9851804971694946,0.9890841245651245,0.9875783920288086,0.9881722927093506,0.9859492778778076,0.7961286306381226,0.7954620122909546,0.7890032529830933,0.7776932716369629,0.7872075438499451,0.8039316534996033,0.8061866760253906,0.7933179140090942,0.7896319031715393,0.795761227607727,0.791658341884613,0.7863060235977173,0.7731670141220093,0.7723079919815063,0.802686870098114,0.8154880404472351,0.7979483604431152,0.780820369720459,0.782001256942749,0.7871090769767761,0.7788889408111572
10,0.984260618686676,0.9858141541481018,0.9866112470626831,0.9876770973205566,0.9902293682098389,0.9897698760032654,0.9875186085700989,0.9870277643203735,0.9880779981613159,0.9956830739974976,1.0,0.9965221285820007,0.9909020066261292,0.9890385270118713,0.9826818108558655,0.9851138591766357,0.9882849454879761,0.9856848120689392,0.987122118473053,0.9856711626052856,0.7900187969207764,0.78850919008255,0.7820183038711548,0.7699854373931885,0.779800534248352,0.7980169057846069,0.799838125705719,0.786526083946228,0.7832891941070557,0.7890675067901611,0.7837089896202087,0.7783706188201904,0.7644661664962769,0.7644149661064148,0.796204149723053,0.8089605569839478,0.7907423377037048,0.7741493582725525,0.775205135345459,0.7808355689048767,0.7720401287078857
11,0.9840995073318481,0.9853804111480713,0.9869273900985718,0.9871151447296143,0.9897005558013916,0.9892604947090149,0.9869661331176758,0.9873190522193909,0.9908425211906433,0.9941985011100769,0.9965221285820007,1.0,0.9945542216300964,0.9897353649139404,0.9845858216285706,0.9884741306304932,0.9916468262672424,0.9880632758140564,0.9888491630554199,0.9861923456192017,0.7965543270111084,0.7962253093719482,0.7892347574234009,0.7770589590072632,0.7869511842727661,0.8038772344589233,0.80528724193573,0.792290985584259,0.7893323302268982,0.7944880723953247,0.7879312634468079,0.7835812568664551,0.7701857089996338,0.7705154418945312,0.8027658462524414,0.8144481182098389,0.7964717149734497,0.7803786993026733,0.7806863784790039,0.785471498966217,0.7775595188140869
12,0.9864121079444885,0.987614095211029,0.9900946617126465,0.989025890827179,0.9897589087486267,0.9913712739944458,0.9890860319137573,0.9885512590408325,0.9915992021560669,0.9925063848495483,0.9909020066261292,0.9945542216300964,0.9999999403953552,0.9935611486434937,0.9871451258659363,0.9899764657020569,0.9924651980400085,0.9886679649353027,0.9874001741409302,0.9844808578491211,0.7982065677642822,0.7959891557693481,0.7877720594406128,0.777485728263855,0.7902020215988159,0.8064969182014465,0.8065767288208008,0.7938352823257446,0.7888559103012085,0.793424129486084,0.789252519607544,0.7820250988006592,0.7702329158782959,0.7733417749404907,0.8046319484710693,0.8154597282409668,0.7971868515014648,0.7816073894500732,0.7803593873977661,0.7857412695884705,0.7791598439216614
13,0.9834064245223999,0.9843368530273438,0.9852012991905212,0.9851559400558472,0.9855090379714966,0.9865592122077942,0.9845338463783264,0.9845059514045715,0.9873166084289551,0.9900012016296387,0.9890385270118713,0.9897353649139404,0.9935611486434937,0.9999999403953552,0.9934960603713989,0.9893413186073303,0.9902936816215515,0.9869110584259033,0.9854212999343872,0.9846441149711609,0.7989064455032349,0.797483503818512,0.7903805375099182,0.7792421579360962,0.7914619445800781,0.8077001571655273,0.8086555004119873,0.7982804775238037,0.7948127388954163,0.798370897769928,0.7939033508300781,0.7863876223564148,0.7753359079360962,0.7756271362304688,0.805164098739624,0.8172434568405151,0.8008625507354736,0.7862608432769775,0.7839527726173401,0.7873831987380981,0.782515287399292
14,0.9824362993240356,0.9770521521568298,0.9784143567085266,0.9809432029724121,0.9818615317344666,0.9820760488510132,0.9792611598968506,0.9811509847640991,0.982795774936676,0.9846657514572144,0.9826818108558655,0.9845858216285706,0.9871451258659363,0.9934960603713989,1.0,0.9943935871124268,0.9861797094345093,0.9813700914382935,0.9793597459793091,0.9773141145706177,0.8082716464996338,0.8074057698249817,0.7993763089179993,0.7863722443580627,0.799452543258667,0.8168977499008179,0.8167688846588135,0.8069605827331543,0.8042018413543701,0.8069708347320557,0.8027822971343994,0.7956113815307617,0.7827622890472412,0.7829402685165405,0.8124216794967651,0.8252253532409668,0.809973955154419,0.7929493188858032,0.7901138067245483,0.7929010391235352,0.790856659412384
15,0.9820799827575684,0.9778845310211182,0.980316162109375,0.9825027585029602,0.9849272966384888,0.9828646779060364,0.9790028929710388,0.9825118780136108,0.984927237033844,0.9851804971694946,0.9851138591766357,0.9884741306304932,0.9899764657020569,0.9893413186073303,0.9943935871124268,1.0,0.9931071996688843,0.9854353070259094,0.9830623865127563,0.9779275059700012,0.8029870986938477,0.8022242784500122,0.7946391105651855,0.781706690788269,0.7947580814361572,0.8123400807380676,0.8104385137557983,0.8007304668426514,0.7979652881622314,0.8007731437683105,0.7971317768096924,0.7899307608604431,0.7751504182815552,0.7770848274230957,0.8080852031707764,0.8206048607826233,0.8056316375732422,0.7872940301895142,0.7851123809814453,0.788810133934021,0.7853487730026245
16,0.9805884957313538,0.9818187952041626,0.9845911264419556,0.9850898385047913,0.9855970144271851,0.9835408329963684,0.98392653465271,0.9867644309997559,0.9885406494140625,0.9890841245651245,0.9882849454879761,0.9916468262672424,0.9924651980400085,0.9902936816215515,0.9861797094345093,0.9931071996688843,1.0,0.9937472343444824,0.9898626804351807,0.9849914908409119,0.7906624674797058,0.7904815673828125,0.7819533348083496,0.7704338431358337,0.7818342447280884,0.7973363399505615,0.7973850965499878,0.7869777679443359,0.7841222286224365,0.7877943515777588,0.7830590009689331,0.7757389545440674,0.7630427479743958,0.7649207711219788,0.7958111763000488,0.8071882724761963,0.7911375761032104,0.77411288022995,0.7737963199615479,0.7781580090522766,0.7717514038085938
17,0.9811212420463562,0.9814676642417908,0.9853769540786743,0.986488938331604,0.9855419397354126,0.9821476340293884,0.9851865768432617,0.987694501876831,0.9854379892349243,0.9875783920288086,0.9856848120689392,0.9880632758140564,0.9886679649353027,0.9869110584259033,0.9813700914382935,0.9854353070259094,0.9937472343444824,1.0,0.9948889017105103,0.9862598776817322,0.783013105392456,0.7852089405059814,0.776484489440918,0.7681015729904175,0.7788156867027283,0.791420578956604,0.795437753200531,0.7869399785995483,0.7837187051773071,0.7878276109695435,0.7804704904556274,0.7705270051956177,0.7595354914665222,0.7604210376739502,0.790046215057373,0.8049125671386719,0.7894145846366882,0.7711697220802307,0.7719751596450806,0.775008499622345,0.7658101320266724
18,0.9789873361587524,0.9796721935272217,0.9847438931465149,0.9852838516235352,0.9839829206466675,0.9822458624839783,0.9869640469551086,0.9867128133773804,0.9816128015518188,0.9881722927093506,0.987122118473053,0.9888491630554199,0.9874001741409302,0.9854212999343872,0.9793597459793091,0.9830623865127563,0.9898626804351807,0.9948889017105103,1.0000001192092896,0.9926594495773315,0.7810976505279541,0.7807247042655945,0.7732580900192261,0.7639248371124268,0.7742446660995483,0.7873697876930237,0.7898826599121094,0.7788324356079102,0.7758532762527466,0.7813383340835571,0.7743493914604187,0.7665665149688721,0.7560244202613831,0.7549107074737549,0.7852778434753418,0.7984992861747742,0.7814527750015259,0.7656389474868774,0.7666208744049072,0.7691295742988586,0.7608264088630676
19,0.9732345342636108,0.97481769323349,0.9800992012023926,0.9815521240234375,0.9812750816345215,0.9785468578338623,0.9820016622543335,0.9833188652992249,0.9794431924819946,0.9859492778778076,0.9856711626052856,0.9861923456192017,0.9844808578491211,0.9846441149711609,0.9773141145706177,0.9779275059700012,0.9849914908409119,0.9862598776817322,0.9926594495773315,1.0,0.7855764031410217,0.7815761566162109,0.771931529045105,0.761420488357544,0.7765274047851562,0.7924413084983826,0.7930395603179932,0.7804056406021118,0.7772787809371948,0.7839239239692688,0.7783969640731812,0.7729560136795044,0.7651805877685547,0.7647337317466736,0.7943345308303833,0.8031307458877563,0.7865249514579773,0.7712239027023315,0.7704736590385437,0.7737844586372375,0.76568603515625
